名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
インテレオン,924,614,無振,,120,0,140
オオニューラ,1020,684,無振,,120,0,140
ウミトリオ,1084,745,無振,,120,0,140
ドリュウズ,591,408,準速,,88,0,140
モモワロウ,1160,817,準速,,88,0,140
エビワラー,134,91,最速,,76,0,140
シママ,583,405,最速,,76,0,140
マルマイン(原種),125,85,最遅,,150,0,139
マルマイン(ヒスイのすがた),126,86,最遅,,150,0,139
デオキシス(ノーマルフォルム),432,300,最遅,,150,0,139
バドレックス(こくばじょうのすがた),1012,676,最遅,,150,0,139
エースバーン,921,611,無振,,119,0,139
トドロクツキ,1133,792,無振,,119,0,139
サワムラー,133,90,準速,,87,0,139
イダイナキバ,1111,770,準速,,87,0,139
セグレイブ,1125,784,準速,,87,0,139
ドードー,105,68,最速,,75,0,139
デリバード,266,191,最速,,75,0,139
ドーブル,276,200,最速,,75,0,139
チラーミィ,643,431,最速,,75,0,139
シキジカ,656,441,最速,,75,0,139
フラージェス,752,511,最速,,75,0,139
クレッフィ,792,532,最速,,75,0,139
ケララッパ,828,554,最速,,75,0,139
ストリンダー(ハイなすがた),955,634,最速,,75,0,139
ストリンダー(ローなすがた),956,635,最速,,75,0,139
タイレーツ,977,647,最速,,75,0,139
ワッカネズミ,1043,707,最速,,75,0,139
グレンアルマ,1059,720,最速,,75,0,139
シルシュルー,1067,728,最速,,75,0,139
ガケガニ,1073,734,最速,,75,0,139
スコヴィラン,1075,736,最速,,75,0,139
ヒラヒナ,1078,739,最速,,75,0,139
ナミイルカ,1086,747,最速,,75,0,139
タケルライコ,1154,811,最速,,75,0,139
ヨーギラス,287,209,準速,スカーフ,41,0,139
ドータクン,488,338,最速,スカーフ,33,0,139
オリーニョ,1049,713,最速,スカーフ,33,0,139
ルチャブル,784,524,無振,,118,0,138
ロトム(ヒート),531,372,準速,,86,0,138
ロトム(ウォッシュ),532,373,準速,,86,0,138
ロトム(フロスト),533,374,準速,,86,0,138
ロトム(スピン),534,375,準速,,86,0,138
ロトム(カット),535,376,準速,,86,0,138
キラフロル,1094,754,準速,,86,0,138
スカンプー,485,335,最速,,74,0,138
ワルビル,616,423,最速,,74,0,138
カジリガメ,940,621,最速,,74,0,138
クマシュン,684,457,準速,びびり,40,1,138
エレズン,954,633,準速,びびり,40,1,138
ヒメグマ,256,185,準速,はやあし,40,1,138
サンド(原種),29,14,準速,スカーフ,40,0,138
サンド(アローラのすがた),30,15,準速,スカーフ,40,0,138
クサイハナ,50,27,準速,スカーフ,40,0,138
ニャース(ガラルのすがた),62,37,準速,スカーフ,40,0,138
マダツボミ,82,51,準速,スカーフ,40,0,138
シェルダー,113,76,準速,スカーフ,40,0,138
タマタマ,127,87,準速,スカーフ,40,0,138
サイドン,140,96,準速,スカーフ,40,0,138
ポリゴン,169,115,準速,スカーフ,40,0,138
アリアドス,204,143,準速,スカーフ,40,0,138
マリル,219,153,準速,スカーフ,40,0,138
フォレトス,243,174,準速,スカーフ,40,0,138
ヒメグマ,256,185,準速,スカーフ,40,0,138
ゴマゾウ,272,196,準速,スカーフ,40,0,138
ミズゴロウ,299,220,準速,スカーフ,40,0,138
ラルトス,323,233,準速,スカーフ,40,0,138
ゴクリン,359,254,準速,スカーフ,40,0,138
バクーダ,366,257,準速,スカーフ,40,0,138
ポッチャマ,442,307,準速,スカーフ,40,0,138
ビークイン,467,323,準速,スカーフ,40,0,138
ユキカブリ,510,354,準速,スカーフ,40,0,138
ドサイドン,515,358,準速,スカーフ,40,0,138
ダイノーズ,527,368,準速,スカーフ,40,0,138
ドテッコツ,594,410,準速,スカーフ,40,0,138
シビビール,674,449,準速,スカーフ,40,0,138
クマシュン,684,457,準速,スカーフ,40,0,138
ヌメラ,787,527,準速,スカーフ,40,0,138
ヌメイル(ヒスイのすがた),789,529,準速,スカーフ,40,0,138
アシマリ,824,550,準速,スカーフ,40,0,138
エレズン,954,633,準速,スカーフ,40,0,138
ゾウドウ,987,656,準速,スカーフ,40,0,138
カミッチュ,1141,798,準速,スカーフ,40,0,138
ヒポポタス,500,348,最速,スカーフ,32,0,138
アマカジ,863,583,最速,スカーフ,32,0,138
ザシアン(けんのおう),998,663,最遅,,148,0,137
エンニュート,860,582,無振,,117,0,137
ゴルダック,66,41,準速,,85,0,137
シードラ,145,99,準速,,85,0,137
フリーザー(原種),176,117,準速,,85,0,137
エイパム,226,160,準速,,85,0,137
ムウマ,238,171,準速,,85,0,137
キリンリキ,241,172,準速,,85,0,137
グライガー,245,176,準速,,85,0,137
ハリーセン(原種),249,179,準速,,85,0,137
ハリーセン(ヒスイのすがた),250,180,準速,,85,0,137
ヘラクロス,253,182,準速,,85,0,137
キングドラ,271,195,準速,,85,0,137
オドシシ,275,199,準速,,85,0,137
スイクン,286,208,準速,,85,0,137
キャモメ,321,231,準速,,85,0,137
バルビート,356,252,準速,,85,0,137
イルミーゼ,357,253,準速,,85,0,137
ブイゼル,469,325,準速,,85,0,137
ドクロッグ,505,351,準速,,85,0,137
クレセリア,547,388,準速,,85,0,137
ダイケンキ(ヒスイのすがた),564,404,準速,,85,0,137
ジャラランガ,887,597,準速,,85,0,137
ゴリランダー,918,608,準速,,85,0,137
ウッウ,951,630,準速,,85,0,137
イエッサン(メスのすがた),985,654,準速,,85,0,137
ジュラルドン,993,658,準速,,85,0,137
バサギリ,1015,679,準速,,85,0,137
ハリーマン,1021,685,準速,,85,0,137
ウェーニバル,1032,696,準速,,85,0,137
パモット,1041,705,準速,,85,0,137
ソウブレイズ,1060,721,準速,,85,0,137
マフィティフ,1066,727,準速,,85,0,137
ブリジュラス,1151,808,準速,,85,0,137
テラパゴス(テラスタルフォルム),1158,815,準速,,85,0,137
テラパゴス(ステラフォルム),1159,816,準速,,85,0,137
テールナー,734,496,最速,,73,0,137
カラマネロ,770,518,最速,,73,0,137
ハルクジラ,1099,759,最速,,73,0,137
ゼブライカ,584,406,無振,,116,0,136
エルフーン,608,416,無振,,116,0,136
テツノブジン,1134,793,無振,,116,0,136
スカタンク,486,336,準速,,84,0,136
ヒノヤコマ,743,502,準速,,84,0,136
アブリー,841,567,準速,,84,0,136
サーフゴー,1128,787,準速,,84,0,136
シシコ,748,507,最速,,72,0,136
アマージョ,865,585,最速,,72,0,136
ダクマ,1003,667,最速,,72,0,136
テツノイバラ,1122,781,最速,,72,0,136
トリトドン,474,328,準速,スカーフ,39,0,136
ミブリム,963,638,準速,スカーフ,39,0,136
オリーヴァ,1050,714,準速,スカーフ,39,0,136
ナエトル,436,301,最速,スカーフ,31,0,136
ペルシアン(原種),63,38,無振,,115,0,135
ペルシアン(アローラのすがた),64,39,無振,,115,0,135
ニューラ(原種),254,183,無振,,115,0,135
ニューラ(ヒスイのすがた),255,184,無振,,115,0,135
ライコウ,284,206,無振,,115,0,135
フローゼル,470,326,無振,,115,0,135
エテボース,475,329,無振,,115,0,135
アグノム,538,379,無振,,115,0,135
チラチーノ,644,432,無振,,115,0,135
ブビィ,281,204,準速,,83,0,135
ブーバーン,518,360,準速,,83,0,135
ジャノビー,556,396,準速,,83,0,135
ニャローテ,1025,689,準速,,83,0,135
ドンカラス,481,333,最速,,71,0,135
ケロマツ,736,498,最速,,71,0,135
サダイジャ,950,629,最速,,71,0,135
モノズ,706,471,準速,スカーフ,38,0,135
ハリマロン,730,492,準速,スカーフ,38,0,135
ボクレー,793,533,準速,スカーフ,38,0,135
クレベース(ヒスイのすがた),805,537,準速,スカーフ,38,0,135
ウソッキー,221,155,最速,びびり,30,1,135
ブルー,247,177,最速,びびり,30,1,135
ナゾノクサ,49,26,最速,スカーフ,30,0,135
ヤドラン(原種),99,64,最速,スカーフ,30,0,135
ヤドラン(ガラルのすがた),100,65,最速,スカーフ,30,0,135
カビゴン,175,116,最速,スカーフ,30,0,135
イトマル,203,142,最速,スカーフ,30,0,135
ウソッキー,221,155,最速,スカーフ,30,0,135
ヒマナッツ,227,161,最速,スカーフ,30,0,135
キマワリ,228,162,最速,スカーフ,30,0,135
ヤドキング(原種),236,169,最速,スカーフ,30,0,135
ヤドキング(ガラルのすがた),237,170,最速,スカーフ,30,0,135
ブルー,247,177,最速,スカーフ,30,0,135
マグカルゴ,259,188,最速,スカーフ,30,0,135
ハスボー,313,225,最速,スカーフ,30,0,135
タネボー,316,228,最速,スカーフ,30,0,135
ナマケロ,330,240,最速,スカーフ,30,0,135
ノズパス,342,246,最速,スカーフ,30,0,135
ダンバル,420,288,最速,スカーフ,30,0,135
タテトプス,459,320,最速,スカーフ,30,0,135
トリデプス,460,321,最速,スカーフ,30,0,135
ピンプク,491,340,最速,スカーフ,30,0,135
チュリネ,609,417,最速,スカーフ,30,0,135
ダブラン,649,437,最速,スカーフ,30,0,135
ランクルス,650,438,最速,スカーフ,30,0,135
モロバレル,662,444,最速,スカーフ,30,0,135
クズモー,773,519,最速,スカーフ,30,0,135
タンドン,943,622,最速,スカーフ,30,0,135
セキタンザン,945,624,最速,スカーフ,30,0,135
タルップル,948,627,最速,スカーフ,30,0,135
ダイオウドウ,988,657,最速,スカーフ,30,0,135
ブリザポス,1009,673,最速,スカーフ,30,0,135
ミニーブ,1048,712,最速,スカーフ,30,0,135
シガロコ,1076,737,最速,スカーフ,30,0,135
ガバイト,495,343,準速,,82,0,134
ルガルガン(まよなかのすがた),845,571,準速,,82,0,134
ドラメシヤ,994,659,準速,,82,0,134
オトシドリ,1085,746,準速,,82,0,134
シャリタツ(そったすがた),1102,762,準速,,82,0,134
シャリタツ(たれたすがた),1103,763,準速,,82,0,134
シャリタツ(のびたすがた),1104,764,準速,,82,0,134
マンキー,67,42,最速,,70,0,134
ニョロボン,75,50,最速,,70,0,134
ウツボット,84,53,最速,,70,0,134
メノクラゲ,85,54,最速,,70,0,134
レアコイル,102,67,最速,,70,0,134
ジュゴン,108,71,最速,,70,0,134
パルシェン,114,77,最速,,70,0,134
ハクリュー,183,124,最速,,70,0,134
ヨルノズク,200,141,最速,,70,0,134
ニョロトノ,222,156,最速,,70,0,134
エアームド,268,192,最速,,70,0,134
カポエラー,278,202,最速,,70,0,134
キモリ,293,214,最速,,70,0,134
グラエナ,303,224,最速,,70,0,134
ルンパッパ,315,227,最速,,70,0,134
キノガッサ,329,239,最速,,70,0,134
ビブラーバ,372,262,最速,,70,0,134
メタグロス,422,290,最速,,70,0,134
レントラー,454,317,最速,,70,0,134
ミツハニー,466,322,最速,,70,0,134
フワンテ,476,330,最速,,70,0,134
ダイケンキ(原種),563,403,最速,,70,0,134
ゾロア(ヒスイのすがた),640,428,最速,,70,0,134
キリキザン,697,465,最速,,70,0,134
フーパ(いましめられしフーパ),814,541,最速,,70,0,134
ボルケニオン,816,542,最速,,70,0,134
ジュナイパー(原種),819,545,最速,,70,0,134
ニャビー,821,547,最速,,70,0,134
メッソン,922,612,最速,,70,0,134
アップリュー,947,626,最速,,70,0,134
ポットデス,962,637,最速,,70,0,134
ギモー,967,642,最速,,70,0,134
イシヘンジン,981,651,最速,,70,0,134
カイデン,1063,724,最速,,70,0,134
ノノクラゲ,1071,732,最速,,70,0,134
ミガルーサ,1100,760,最速,,70,0,134
チオンジェン,1129,788,最速,,70,0,134
ヤバソチャ,1143,800,最速,,70,0,134
ジャローダ,557,397,無振,,113,0,133
ギャラドス,162,108,準速,,81,0,133
ミロカロス,393,275,準速,,81,0,133
モウカザル,440,305,準速,,81,0,133
チヲハウハネ,1115,774,準速,,81,0,133
ヒバニー,919,609,最速,,69,0,133
コスモッグ,892,598,準速,スカーフ,37,0,133
コスモウム,893,599,準速,スカーフ,37,0,133
コフーライ,746,505,最速,スカーフ,29,0,133
ブリムオン,965,640,最速,スカーフ,29,0,133
ドラパルト,996,661,最遅,,142,0,132
ルガルガン(まひるのすがた),844,570,無振,,112,0,132
フシギバナ,2,2,準速,,80,0,132
リザード,4,4,準速,,80,0,132
アーボック,25,10,準速,,80,0,132
ゴース,115,78,準速,,80,0,132
コイキング,161,107,準速,,80,0,132
カイリュー,184,125,準速,,80,0,132
メガニウム,189,130,準速,,80,0,132
マグマラシ,191,132,準速,,80,0,132
ポポッコ,224,158,準速,,80,0,132
バシャーモ,298,219,準速,,80,0,132
ダーテング,318,230,準速,,80,0,132
サーナイト,325,235,準速,,80,0,132
アメモース,327,237,準速,,80,0,132
チャーレム,351,249,準速,,80,0,132
ブーピッグ,369,260,準速,,80,0,132
チルタリス,377,267,準速,,80,0,132
ヒンバス,392,274,準速,,80,0,132
オニゴーリ,408,283,準速,,80,0,132
ムクバード,446,311,準速,,80,0,132
フワライド,477,331,準速,,80,0,132
マンムー,524,365,準速,,80,0,132
エルレイド,526,367,準速,,80,0,132
エムリット,537,378,準速,,80,0,132
フィオネ,548,389,準速,,80,0,132
シャンデラ,680,453,準速,,80,0,132
ウォーグル(原種),700,467,準速,,80,0,132
バルジーナ,703,470,準速,,80,0,132
ヌメルゴン(原種),790,530,準速,,80,0,132
ナゲツケサル,868,588,準速,,80,0,132
バチンキー,917,607,準速,,80,0,132
レジドラゴ,1008,672,準速,,80,0,132
バドレックス(通常),1011,675,準速,,80,0,132
コレクレー(とほフォルム),1126,785,準速,,80,0,132
イイネイヌ,1144,801,準速,,80,0,132
モグリュー,590,407,最速,,68,0,132
ゴーゴート,754,513,最速,,68,0,132
ニャスパー,758,514,最速,,68,0,132
ハカドッグ,1096,756,最速,,68,0,132
ハヤシガメ,437,302,準速,スカーフ,36,0,132
デンヂムシ,833,559,準速,スカーフ,36,0,132
ホゲータ,1027,691,準速,スカーフ,36,0,132
カチコール,803,535,最速,スカーフ,28,0,132
クレベース(原種),804,536,最速,スカーフ,28,0,132
トルネロス(けしんフォルム),714,479,無振,,111,0,131
ボルトロス(けしんフォルム),716,481,無振,,111,0,131
イッカネズミ(3びきかぞく),1044,708,無振,,111,0,131
イッカネズミ(4ひきかぞく),1045,709,無振,,111,0,131
サケブシッポ,1112,771,無振,,111,0,131
ネクロズマ,903,602,準速,,79,0,131
ライチュウ(原種),27,12,無振,,110,0,130
ライチュウ(アローラのすがた),28,13,無振,,110,0,130
ダグトリオ(アローラのすがた),59,34,無振,,110,0,130
ドードリオ,106,69,無振,,110,0,130
ゲンガー,117,80,無振,,110,0,130
ケンタロス(原種),157,103,無振,,110,0,130
ワタッコ,225,159,無振,,110,0,130
エーフィ,233,166,無振,,110,0,130
ルギア,290,212,無振,,110,0,130
ラティアス,426,294,無振,,110,0,130
ラティオス,427,295,無振,,110,0,130
ユキメノコ,529,370,無振,,110,0,130
ゾロアーク(ヒスイのすがた),642,430,無振,,110,0,130
ルガルガン(たそがれのすがた),846,572,無振,,110,0,130
タギングル,1068,729,無振,,110,0,130
テツノドクガ,1121,780,無振,,110,0,130
オーガポン(みどりのめん),1147,804,無振,,110,0,130
オーガポン(いどのめん),1148,805,無振,,110,0,130
オーガポン(かまどのめん),1149,806,無振,,110,0,130
オーガポン(いしずえのめん),1150,807,無振,,110,0,130
カメックス,8,8,準速,,78,0,130
オーダイル,196,137,準速,,78,0,130
イダイトウ(オスのすがた),1018,682,準速,,78,0,130
イダイトウ(メスのすがた),1019,683,準速,,78,0,130
ナカヌチャン,1081,742,準速,,78,0,130
スリーパー,120,82,最速,,67,0,130
チョンチー,206,144,最速,,67,0,130
ランターン,207,145,最速,,67,0,130
オノンド,682,455,最速,,67,0,130
アーマーガア,929,619,最速,,67,0,130
バルキー,277,201,準速,ふくつのこころ,35,1,130
ポチエナ,302,223,準速,びびり,35,1,130
ポチエナ,302,223,準速,はやあし,35,1,130
キノココ,328,238,準速,はやあし,35,1,130
ピッピ,39,18,準速,スカーフ,35,0,130
ゴローン(原種),89,58,準速,スカーフ,35,0,130
ゴローン(アローラのすがた),90,59,準速,スカーフ,35,0,130
ドガース,136,92,準速,スカーフ,35,0,130
メリープ,215,149,準速,スカーフ,35,0,130
ヌオー,232,165,準速,スカーフ,35,0,130
バルキー,277,201,準速,スカーフ,35,0,130
ポチエナ,302,223,準速,スカーフ,35,0,130
キノココ,328,238,準速,スカーフ,35,0,130
ドンメル,365,256,準速,スカーフ,35,0,130
サボネア,374,264,準速,スカーフ,35,0,130
ヘイガニ,384,272,準速,スカーフ,35,0,130
ミカルゲ,493,341,準速,スカーフ,35,0,130
ドッコラー,593,409,準速,スカーフ,35,0,130
ゴビット,694,462,準速,スカーフ,35,0,130
コフキムシ,745,504,準速,スカーフ,35,0,130
ドヒドイデ,850,574,準速,スカーフ,35,0,130
バンバドロ,852,576,準速,スカーフ,35,0,130
カリキリ,855,579,準速,スカーフ,35,0,130
シロデスナ,872,590,準速,スカーフ,35,0,130
グルトン,1033,697,準速,スカーフ,35,0,130
ワナイダー,1037,701,準速,スカーフ,35,0,130
ジオヅム,1056,717,準速,スカーフ,35,0,130
キョジオーン,1057,718,準速,スカーフ,35,0,130
カルボウ,1058,719,準速,スカーフ,35,0,130
ヘイラッシャ,1101,761,準速,スカーフ,35,0,130
キュウコン(アローラのすがた),44,23,無振,,109,0,129
ウネルミナモ,1139,796,無振,,109,0,129
ヒードラン,543,384,準速,,77,0,129
ヤトウモリ,859,581,準速,,77,0,129
ネクロズマ(たそがれのたてがみ),904,603,準速,,77,0,129
ネクロズマ(あかつきのつばさ),905,604,準速,,77,0,129
アオガラス,928,618,準速,,77,0,129
ケイコウオ,507,352,最速,,66,0,129
モンメン,607,415,最速,,66,0,129
サシカマス,952,631,最速,,66,0,129
ラウドボーン,1029,693,最速,,66,0,129
カラナクシ,473,327,準速,スカーフ,34,0,129
マホミル,975,645,準速,スカーフ,34,0,129
ボチ,1095,755,準速,スカーフ,34,0,129
シズクモ,853,577,最速,スカーフ,27,0,129
ザシアン(れきせんのゆうしゃ),997,662,最遅,,138,0,128
ザマゼンタ(れきせんのゆうしゃ),999,664,最遅,,138,0,128
ゴウカザル,441,306,無振,,108,0,128
デンチュラ,667,447,無振,,108,0,128
コバルオン,711,476,無振,,108,0,128
テラキオン,712,477,無振,,108,0,128
ビリジオン,713,478,無振,,108,0,128
ケルディオ(いつものすがた),725,490,無振,,108,0,128
テツノコウベ,1120,779,無振,,108,0,128
エビワラー,134,91,準速,,76,0,128
シママ,583,405,準速,,76,0,128
ヒトカゲ,3,3,最速,,65,0,128
サンドパン(原種),31,16,最速,,65,0,128
サンドパン(アローラのすがた),32,17,最速,,65,0,128
ロコン(原種),41,20,最速,,65,0,128
ロコン(アローラのすがた),42,21,最速,,65,0,128
シャワーズ,166,112,最速,,65,0,128
ブースター,168,114,最速,,65,0,128
ヒノアラシ,190,131,最速,,65,0,128
ブラッキー,234,167,最速,,65,0,128
ハッサム,251,181,最速,,65,0,128
デルビル,269,193,最速,,65,0,128
ペリッパー,322,232,最速,,65,0,128
アメタマ,326,236,最速,,65,0,128
ハブネーク,379,269,最速,,65,0,128
ジュペッタ,400,277,最速,,65,0,128
チリーン,404,281,最速,,65,0,128
コロトック,451,314,最速,,65,0,128
グレイシア,522,363,最速,,65,0,128
エンブオー,560,400,最速,,65,0,128
メグロコ,615,422,最速,,65,0,128
ゾロア(原種),639,427,最速,,65,0,128
ゴチルゼル,647,435,最速,,65,0,128
ママンボウ,665,445,最速,,65,0,128
バチュル,666,446,最速,,65,0,128
コジョフー,691,460,最速,,65,0,128
ウォーグル(ヒスイのすがた),701,468,最速,,65,0,128
ツツケラ,827,553,最速,,65,0,128
ネッコアラ,878,592,最速,,65,0,128
ジャランゴ,886,596,最速,,65,0,128
マギアナ,907,605,最速,,65,0,128
サルノリ,916,606,最速,,65,0,128
モスノウ,980,650,最速,,65,0,128
アヤシシ,1014,678,最速,,65,0,128
ニャオハ,1024,688,最速,,65,0,128
ウェルカモ,1031,695,最速,,65,0,128
パフュートン(オスのすがた),1034,698,最速,,65,0,128
パフュートン(メスのすがた),1035,699,最速,,65,0,128
パピモッチ,1046,710,最速,,65,0,128
ミミズズ,1092,752,最速,,65,0,128
ドードー,105,68,準速,,75,0,127
デリバード,266,191,準速,,75,0,127
ドーブル,276,200,準速,,75,0,127
チラーミィ,643,431,準速,,75,0,127
シキジカ,656,441,準速,,75,0,127
フラージェス,752,511,準速,,75,0,127
クレッフィ,792,532,準速,,75,0,127
ケララッパ,828,554,準速,,75,0,127
ストリンダー(ハイなすがた),955,634,準速,,75,0,127
ストリンダー(ローなすがた),956,635,準速,,75,0,127
タイレーツ,977,647,準速,,75,0,127
ワッカネズミ,1043,707,準速,,75,0,127
グレンアルマ,1059,720,準速,,75,0,127
シルシュルー,1067,728,準速,,75,0,127
ガケガニ,1073,734,準速,,75,0,127
スコヴィラン,1075,736,準速,,75,0,127
ヒラヒナ,1078,739,準速,,75,0,127
ナミイルカ,1086,747,準速,,75,0,127
タケルライコ,1154,811,準速,,75,0,127
ブリガロン,732,494,最速,,64,0,127
マホイップ,976,646,最速,,64,0,127
ドータクン,488,338,準速,スカーフ,33,0,127
オリーニョ,1049,713,準速,スカーフ,33,0,127
カマスジョー,953,632,最遅,,136,0,126
テツノツツミ,1118,777,最遅,,136,0,126
ハバタクカミ,1114,773,最遅,,135,0,126
パオジアン,1130,789,最遅,,135,0,126
コライドン(かんぜんけい),1135,794,最遅,,135,0,126
ミライドン(かんぜんけい),1137,795,最遅,,135,0,126
カエンジシ,749,508,無振,,106,0,126
ラブトロス(けしんフォルム),1022,686,無振,,106,0,126
テツノワダチ,1117,776,無振,,106,0,126
マシマシラ,1145,802,無振,,106,0,126
スカンプー,485,335,準速,,74,0,126
ワルビル,616,423,準速,,74,0,126
カジリガメ,940,621,準速,,74,0,126
ツタージャ,555,395,最速,,63,0,126
マケンカニ,835,561,最速,,63,0,126
ヒポポタス,500,348,準速,スカーフ,32,0,126
アマカジ,863,583,準速,スカーフ,32,0,126
ベトベター(原種),109,72,最速,スカーフ,25,0,126
ベトベター(アローラのすがた),110,73,最速,スカーフ,25,0,126
サイホーン,139,95,最速,スカーフ,25,0,126
マクノシタ,339,243,最速,スカーフ,25,0,126
ヨマワル,401,278,最速,スカーフ,25,0,126
サマヨール,402,279,最速,スカーフ,25,0,126
コロボーシ,450,313,最速,スカーフ,25,0,126
ホシガリス,925,615,最速,スカーフ,25,0,126
コジオ,1055,716,最速,スカーフ,25,0,126
ストライク,152,100,無振,,105,0,125
エレブー,154,101,無振,,105,0,125
ムウマージ,480,332,無振,,105,0,125
ドレディア(ヒスイのすがた),611,419,無振,,105,0,125
ゾロアーク(原種),641,429,無振,,105,0,125
フリージオ,686,459,無振,,105,0,125
コジョンド,692,461,無振,,105,0,125
ザルード,1006,670,無振,,105,0,125
パーモット,1042,706,無振,,105,0,125
クエスパトラ,1079,740,無振,,105,0,125
テールナー,734,496,準速,,73,0,125
カラマネロ,770,518,準速,,73,0,125
ハルクジラ,1099,759,準速,,73,0,125
ヤヤコマ,742,501,最速,,62,0,125
アママイコ,864,584,最速,,62,0,125
セゴール,1124,783,最速,,62,0,125
マフォクシー,735,497,無振,,104,0,124
ニャオニクス(オスのすがた),759,515,無振,,104,0,124
ニャオニクス(メスのすがた),760,516,無振,,104,0,124
テツノイサハ,1140,797,無振,,104,0,124
シシコ,748,507,準速,,72,0,124
アマージョ,865,585,準速,,72,0,124
ダクマ,1003,667,準速,,72,0,124
テツノイバラ,1122,781,準速,,72,0,124
バンギラス,289,211,最速,,61,0,124
ヒコザル,439,304,最速,,61,0,124
ナエトル,436,301,準速,スカーフ,31,0,124
ドンカラス,481,333,準速,,71,0,123
ケロマツ,736,498,準速,,71,0,123
サダイジャ,950,629,準速,,71,0,123
フシギソウ,1,1,最速,,60,0,123
ピクシー,40,19,最速,,60,0,123
ガーディ(原種),69,44,最速,,60,0,123
マタドガス(原種),137,93,最速,,60,0,123
マタドガス(ガラルのすがた),138,94,最速,,60,0,123
タッツー,144,98,最速,,60,0,123
ラプラス,163,109,最速,,60,0,123
ベイリーフ,188,129,最速,,60,0,123
ピチュー,208,146,最速,,60,0,123
ポリゴン2,274,198,最速,,60,0,123
ラグラージ,301,222,最速,,60,0,123
コノハナ,317,229,最速,,60,0,123
アサナン,350,248,最速,,60,0,123
バネブー,368,259,最速,,60,0,123
ドジョッチ,382,270,最速,,60,0,123
ナマズン,383,271,最速,,60,0,123
エンペルト,444,309,最速,,60,0,123
ムックル,445,310,最速,,60,0,123
ルクシオ,453,316,最速,,60,0,123
リオル,498,346,最速,,60,0,123
ユキノオー,511,355,最速,,60,0,123
ジバコイル,513,357,最速,,60,0,123
フタチマル,562,402,最速,,60,0,123
シビシラス,673,448,最速,,60,0,123
コマタナ,696,464,最速,,60,0,123
ワシボン,699,466,最速,,60,0,123
バルチャイ,702,469,最速,,60,0,123
メラルバ,709,474,最速,,60,0,123
フォッコ,733,495,最速,,60,0,123
ニンフィア,783,523,最速,,60,0,123
ヌメイル(原種),788,528,最速,,60,0,123
ヌメルゴン(ヒスイのすがた),791,531,最速,,60,0,123
ジュナイパー(ヒスイのすがた),820,546,最速,,60,0,123
ガオガエン,823,549,最速,,60,0,123
アシレーヌ,826,552,最速,,60,0,123
ドデカバシ,829,555,最速,,60,0,123
イワンコ,843,569,最速,,60,0,123
ヤレユータン,867,587,最速,,60,0,123
オーロンゲ,968,643,最速,,60,0,123
パモ,1040,704,最速,,60,0,123
アノクサ,1069,730,最速,,60,0,123
キラーメ,1093,753,最速,,60,0,123
リキキリン,1107,767,最速,,60,0,123
テラパゴス(ノーマルフォルム),1157,814,最速,,60,0,123
ウソッキー,221,155,準速,びびり,30,1,123
ブルー,247,177,準速,びびり,30,1,123
ナゾノクサ,49,26,準速,スカーフ,30,0,123
ヤドラン(原種),99,64,準速,スカーフ,30,0,123
ヤドラン(ガラルのすがた),100,65,準速,スカーフ,30,0,123
カビゴン,175,116,準速,スカーフ,30,0,123
イトマル,203,142,準速,スカーフ,30,0,123
ウソッキー,221,155,準速,スカーフ,30,0,123
ヒマナッツ,227,161,準速,スカーフ,30,0,123
キマワリ,228,162,準速,スカーフ,30,0,123
ヤドキング(原種),236,169,準速,スカーフ,30,0,123
ヤドキング(ガラルのすがた),237,170,準速,スカーフ,30,0,123
ブルー,247,177,準速,スカーフ,30,0,123
マグカルゴ,259,188,準速,スカーフ,30,0,123
ハスボー,313,225,準速,スカーフ,30,0,123
タネボー,316,228,準速,スカーフ,30,0,123
ナマケロ,330,240,準速,スカーフ,30,0,123
ノズパス,342,246,準速,スカーフ,30,0,123
ダンバル,420,288,準速,スカーフ,30,0,123
タテトプス,459,320,準速,スカーフ,30,0,123
トリデプス,460,321,準速,スカーフ,30,0,123
ピンプク,491,340,準速,スカーフ,30,0,123
チュリネ,609,417,準速,スカーフ,30,0,123
ダブラン,649,437,準速,スカーフ,30,0,123
ランクルス,650,438,準速,スカーフ,30,0,123
モロバレル,662,444,準速,スカーフ,30,0,123
クズモー,773,519,準速,スカーフ,30,0,123
タンドン,943,622,準速,スカーフ,30,0,123
セキタンザン,945,624,準速,スカーフ,30,0,123
タルップル,948,627,準速,スカーフ,30,0,123
ダイオウドウ,988,657,準速,スカーフ,30,0,123
ブリザポス,1009,673,準速,スカーフ,30,0,123
ミニーブ,1048,712,準速,スカーフ,30,0,123
シガロコ,1076,737,準速,スカーフ,30,0,123
ドーミラー,487,337,最速,スカーフ,23,0,123
ガブリアス,496,344,無振,,102,0,122
ドロンチ,995,660,無振,,102,0,122
マンキー,67,42,準速,,70,0,122
ニョロボン,75,50,準速,,70,0,122
ウツボット,84,53,準速,,70,0,122
メノクラゲ,85,54,準速,,70,0,122
レアコイル,102,67,準速,,70,0,122
ジュゴン,108,71,準速,,70,0,122
パルシェン,114,77,準速,,70,0,122
ハクリュー,183,124,準速,,70,0,122
ヨルノズク,200,141,準速,,70,0,122
ニョロトノ,222,156,準速,,70,0,122
エアームド,268,192,準速,,70,0,122
カポエラー,278,202,準速,,70,0,122
キモリ,293,214,準速,,70,0,122
